Unnamed: 0,1_영인운수차고지,2_대한항공.메이필드호텔,3_강서면허시험장.메이필드호텔,4_마곡수명산파크7단지,5_마곡수명산파크5단지6단지,6_마곡수명산파크2단지,7_마곡엠밸리15단지아파트,8_마곡동로사거리,9_발산역,10_등촌3동천주교회,11_등촌3동주공10단지아파트,12_서울서진학교,13_가양동천주교영등포공업고등학교,14_가양2단지성지아파트.동양고등학교,15_가양한강타운아파트,16_양천향교입구,17_양천향교역,18_서울강서우체국,19_서울호서전문학교.등촌주공3단지아파트,20_발산역2번출구,21_발산역.우장산힐스테이트,22_명덕고등학교.서울스타병원,23_우장산역,24_화곡중고등학교,25_대원시장,26_화곡역,27_화곡역.현대주유소,28_신월초등학교,29_가로공원.나누리병원,30_화곡중앙골목시장,31_화곡대림아파트,32_화곡동백구사,33_다운어린이공원.치유하는교회,34_까치산역4번출구,35_화곡8동주민센터.까치산시장,36_서울신정초등학교,37_화곡2동주민센터,38_성석교회,39_목동사거리,40_목동역.홍익병원,41_목동7단지,42_목동대학학원,43_오목교역.동신한방병원,44_관악고등학교,45_양평신동아아파트,46_교보앞,47_당산동진로아파트,48_김안과병원,49_영등포시장로터리방면,50_경방타임스퀘어.신세계백화점,51_김안과병원,52_당산동진로아파트,53_양남동로타리,54_양평1동주민센터,55_관악고등학교,56_오목교역.동신한방병원,57_목동대학학원,58_목동7단지.종로학원,59_목동역.홍익병원,60_홍익병원목동관,61_화곡동남부시장,62_화곡2동주민센터,63_서울신정초등학교,64_화곡8동주민센터,65_까치산역2번출구,66_화곡동백구사,67_화곡동대림아파트.화곡중앙시장,68_가로공원.나누리병원,69_신월초등학교,70_화곡역,71_화곡역1번출구,72_대원시장,73_화곡중고등학교,74_우장산역,75_명덕고등학교.서울스타병원,76_발산역.우장산힐스테이트,77_발산역3번출구,78_서울호서전문학교.등촌주공3단지아파트,79_서울강서우체국,80_양천향교역.휴먼빌아파트,81_가양한강타운아파트,82_가양2단지성지아파트.동양고등학교,83_한보구암마을아파트,84_강서한강자이아파트,85_등촌3동대림아파트,86_등촌3동천주교회,87_등촌주공5단지아파트,88_발산역4번출구,89_발산역9번출구,90_마곡동로사거리,91_마곡엠밸리14단지아파트,92_마곡수명산파크2단지,93_마곡수명산파크3단지4단지,94_마곡수명산파크7단지,95_강서면허시험장.메이필드호텔,96_외발산신광명마을,97_영인운수차고지
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,1,0,1,0,0,0,0,2,0,1,2,4,5,0,0,2,3,4,5,0,0,0,4,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,1,3,2,2,2,1,0,0,1,1,2,3,4,2,0,4,7,7,6,7,10,0,8,7,8,9,9,2,7,6,5,1,0,7,5,7,6,0,0,5,4,4,4,1,2,0,0,2,0,0,0,0,1,0,0,0,0,4,6,7,8,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,0,0,1,2,1,0,1,0,0,1,0,0,0,2,3,4,0,2,0,1,1,0,0,0,3,2,1,0,3,0,4,3,2,3,2,3,5,2,4,0,3,0,0,2,2,1,0,0,0,0,2,1,0,0,1,0,0,3,1,2,3,4,0,2,2,2,5,6,6,6,5,3,0,2,4,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2022-03-26 07:00:00,0,0,0,1,2,1,1,0,0,0,1,0,0,2,3,2,4,5,7,0,5,4,6,6,5,4,2,1,3,4,6,10,6,7,8,7,8,10,4,3,1,1,0,0,0,0,0,0,0,4,1,0,1,0,2,1,0,0,2,1,3,4,8,7,3,3,6,4,0,7,0,1,0,2,0,2,0,1,0,2,1,3,4,2,1,2,0,0,2,1,0,0,0,0,0,0,0
2022-03-26 08:00:00,0,0,0,2,3,5,4,3,3,2,0,1,2,3,6,7,1,3,2,5,4,1,2,2,3,2,4,6,2,9,12,15,15,12,15,16,17,18,14,11,9,6,2,5,7,5,4,1,0,4,0,2,0,0,0,2,0,3,0,1,3,4,6,0,8,9,8,10,10,7,11,8,9,8,11,6,10,7,5,5,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
2022-03-26 09:00:00,1,0,0,1,4,5,6,2,1,0,0,0,1,6,7,3,9,6,7,8,7,10,7,8,8,12,14,4,12,10,11,16,15,11,12,14,12,13,17,13,12,10,13,9,7,5,5,2,0,4,5,6,5,3,0,4,0,0,5,3,9,12,12,12,8,9,17,11,16,12,12,13,11,12,8,5,4,1,0,3,3,4,4,3,0,1,0,0,1,0,0,0,2,1,1,0,0
2022-03-26 10:00:00,0,0,0,0,2,1,1,0,1,0,0,0,0,2,7,6,11,2,9,7,7,3,4,0,3,3,2,5,7,11,13,16,0,11,3,9,11,15,14,14,13,12,5,11,10,11,9,6,3,6,11,7,12,11,9,9,10,9,13,11,11,14,16,0,13,5,6,8,9,12,7,13,12,7,11,10,6,2,0,2,3,3,4,0,0,3,0,0,2,0,0,2,0,0,0,0,0
2022-03-26 11:00:00,0,0,0,2,5,6,4,2,0,0,0,1,0,1,5,6,9,8,11,8,5,6,6,7,5,5,8,6,8,11,12,13,10,11,10,11,9,19,16,11,11,9,10,11,8,7,7,3,1,5,7,0,8,0,9,6,4,7,9,7,10,13,15,13,12,11,8,0,0,8,9,8,8,7,7,5,6,0,5,4,4,5,4,2,0,1,0,0,2,0,1,2,4,3,3,0,0
2022-03-26 12:00:00,0,0,0,0,1,2,2,1,0,3,3,4,0,3,3,4,4,2,5,9,14,17,15,15,17,18,16,17,12,8,9,10,0,7,7,6,5,10,15,9,8,7,3,3,2,5,4,2,0,5,12,11,13,7,14,13,12,14,15,14,15,16,17,15,11,12,8,10,11,11,11,11,11,11,11,9,7,7,4,3,2,0,0,0,0,1,0,0,2,0,1,3,0,0,0,2,0
2022-03-26 13:00:00,0,0,0,3,9,10,9,6,2,1,0,3,2,5,4,4,6,6,8,6,7,8,7,10,10,11,10,0,8,11,15,14,18,13,8,8,15,12,14,5,11,0,8,4,10,4,0,8,4,6,8,0,9,8,8,11,13,15,17,15,15,9,12,8,15,15,17,16,19,15,16,9,13,14,12,6,11,10,2,4,3,2,1,2,2,3,4,3,0,2,2,0,0,1,0,0,0
2022-03-26 14:00:00,0,0,0,0,2,1,1,0,0,1,0,0,1,0,7,6,8,10,12,16,20,19,18,21,21,20,16,17,14,17,19,18,0,11,7,8,7,8,9,9,8,10,16,17,0,4,8,3,0,4,7,0,0,4,5,5,4,5,8,6,5,15,16,14,17,15,7,9,11,13,4,0,12,11,12,10,8,0,9,8,5,0,6,4,5,1,0,0,3,4,3,2,1,0,0,0,0
2022-03-26 15:00:00,1,0,0,2,1,0,2,2,3,3,0,5,5,4,6,10,9,5,8,19,21,9,11,12,2,13,17,14,13,10,9,10,10,12,10,10,11,14,14,12,11,9,7,11,18,17,11,8,6,12,0,13,15,16,5,14,19,23,23,19,20,19,23,21,17,16,9,9,13,11,0,10,10,11,9,7,3,0,1,3,1,0,2,0,4,0,1,3,4,2,4,1,2,0,1,0,0
2022-03-26 16:00:00,0,1,2,3,0,3,2,4,2,5,4,0,4,6,10,11,7,5,9,12,8,21,21,19,18,6,16,17,20,21,23,23,18,19,17,14,10,13,17,15,14,12,16,14,13,10,9,8,6,11,13,14,16,0,18,18,19,21,21,21,20,18,15,15,18,13,13,11,13,11,0,12,10,13,15,14,5,2,0,4,3,3,0,2,0,5,0,2,5,4,3,2,1,0,0,0,0
2022-03-26 17:00:00,0,0,0,1,3,4,3,1,1,2,0,3,0,3,6,9,7,0,10,10,14,13,11,10,8,7,8,5,7,6,7,8,6,15,13,12,9,8,10,7,10,8,9,6,3,5,4,2,0,15,16,14,14,15,14,12,15,10,12,11,11,11,0,10,16,13,7,6,7,6,6,2,0,6,0,8,9,4,3,7,4,2,0,3,1,3,0,0,2,0,0,0,0,0,0,0,0
2022-03-26 18:00:00,0,0,1,3,4,5,3,4,3,2,3,2,2,6,10,12,0,0,11,10,9,8,14,14,7,12,9,8,7,8,11,13,12,8,13,12,13,13,10,7,6,7,9,7,6,0,4,2,5,9,14,13,14,0,0,13,12,5,7,11,19,20,21,20,13,9,13,15,13,17,22,23,21,23,23,21,15,14,12,8,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2022-03-26 19:00:00,0,0,1,1,2,1,6,2,1,0,0,1,2,1,1,3,0,0,4,5,3,4,5,5,7,3,5,0,5,6,8,9,0,12,20,19,17,12,14,9,5,1,0,0,0,0,1,1,2,12,11,12,12,15,14,14,15,19,20,20,22,21,18,14,16,12,7,6,0,7,4,3,6,7,5,4,8,9,6,7,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-26 20:00:00,0,0,1,2,0,1,0,0,2,3,0,2,0,2,2,4,2,3,2,7,0,8,9,11,5,9,7,8,7,10,9,7,5,12,3,11,6,4,3,3,1,1,2,0,0,1,0,0,0,15,18,20,11,11,21,9,24,14,16,10,8,7,8,8,14,11,8,6,1,5,6,0,5,6,0,5,6,3,4,3,3,3,3,0,4,1,2,0,3,6,2,4,1,1,0,0,0
2022-03-26 21:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,9,15,18,11,0,17,18,18,17,16,11,7,6,5,0,12,12,11,9,3,5,2,6,5,5,1,0,0,1,1,1,10,12,6,0,10,11,13,14,19,19,15,15,13,11,9,10,9,4,2,3,2,5,4,2,2,3,0,3,2,0,3,2,0,0,0,0,0,1,0,4,0,3,1,0,1,0,0,0
2022-03-26 22:00:00,0,0,0,0,0,0,1,0,2,1,3,4,1,2,1,2,4,5,1,6,9,2,6,9,2,7,6,0,4,6,0,5,2,13,12,9,4,3,4,6,0,2,2,0,0,4,3,1,2,5,5,0,0,6,6,6,8,5,12,12,13,13,5,11,10,9,8,8,2,6,5,0,4,7,8,11,16,15,0,11,7,3,2,1,0,1,0,0,2,1,2,0,1,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,6,10,11,14,13,9,8,6,0,6,5,0,1,4,10,2,8,4,1,1,1,0,0,0,0,0,0,0,0,2,8,6,0,5,5,0,0,0,5,9,8,6,7,9,2,8,5,9,3,8,5,8,7,3,0,7,0,8,3,7,6,4,2,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,1,0,0,1,0,0,1,0,2,3,0,5,0,0,0,7,0,0,8,0,6,0,0,0,4,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,1,2,0,1,0,0,0,1,2,1,5,4,5,2,0,5,0,4,0,6,2,1,5,4,0,5,6,8,7,1,4,3,4,3,4,0,3,1,0,0,0,0,2,1,2,1,0,1,0,0,1,0,0,0,2,4,5,0,6,0,2,0,0,3,0,0,0,2,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,6,7,6,6,7,6,1,2,0,5,4,3,4,2,4,2,1,1,1,2,2,5,4,2,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4,0,0,4,3,3,0,0,1,2,0,0,0,3,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,0,0,0,2,2,0,1,0,0,0,0,0,2,4,3,3,4,2,4,2,5,4,1,3,0,3,0,2,5,8,9,1,6,2,1,0,7,7,6,4,2,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,1,2,3,6,7,8,7,6,0,6,0,7,5,3,0,4,4,3,3,1,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 08:00:00,0,0,0,2,4,5,4,3,3,0,1,0,0,3,4,3,4,5,3,4,0,5,5,1,0,1,0,3,4,7,8,7,9,10,10,9,10,13,13,10,6,7,6,5,3,0,0,2,1,2,1,0,1,0,2,1,0,2,2,3,7,9,10,11,5,5,6,7,3,8,7,0,0,6,5,5,4,4,3,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 09:00:00,1,1,0,2,4,5,4,2,0,0,1,0,0,1,3,3,4,5,6,5,6,4,4,5,1,4,5,6,7,11,12,15,14,9,12,13,16,23,26,25,24,22,21,20,7,6,5,3,1,1,3,1,0,0,2,1,1,0,0,2,1,4,0,1,3,5,10,10,14,11,4,9,8,8,7,5,2,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,2,0,1,0,0
2022-03-27 10:00:00,0,0,0,0,3,5,5,2,3,2,1,0,0,2,3,3,0,0,0,0,2,1,3,3,1,2,3,0,4,5,5,7,5,9,9,8,6,5,7,6,5,0,4,3,0,4,18,12,6,2,4,0,0,0,0,0,1,2,1,1,3,17,18,19,10,6,11,13,12,4,0,11,0,10,9,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-27 11:00:00,0,0,0,0,2,2,3,2,2,0,4,0,1,5,3,3,0,0,0,0,0,5,8,10,6,4,5,4,6,5,7,10,11,8,10,10,12,12,14,11,9,3,0,4,3,0,1,0,0,3,7,6,4,0,0,1,6,0,9,6,4,3,0,3,4,3,6,0,0,10,7,8,7,8,8,6,5,3,2,0,2,0,2,3,6,5,2,1,0,0,0,0,2,0,0,0,0
2022-03-27 12:00:00,0,0,0,3,5,0,0,2,0,2,0,0,3,5,6,5,9,7,12,13,14,13,10,11,8,8,8,0,8,8,7,9,0,3,10,8,9,11,18,17,12,17,15,0,13,14,0,4,4,5,8,2,3,2,3,3,3,0,2,1,3,4,6,5,4,5,5,6,7,5,3,0,8,0,5,7,3,2,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2022-03-27 13:00:00,0,0,0,1,0,1,0,0,0,3,3,0,4,6,11,12,16,19,18,15,17,16,14,0,15,13,12,0,11,12,9,13,11,11,5,0,9,9,11,12,0,11,12,11,10,11,10,6,4,9,13,15,14,13,7,14,11,11,12,10,7,9,10,9,8,7,5,7,2,9,9,11,9,9,7,6,2,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0
2022-03-27 14:00:00,0,0,0,2,3,4,2,1,0,1,2,0,1,3,4,4,7,0,8,13,12,11,13,13,13,13,11,10,5,11,9,8,0,7,8,7,6,10,6,5,0,4,3,0,2,3,0,4,0,14,15,16,17,18,19,17,17,0,15,15,13,16,16,15,14,12,11,10,11,11,12,8,11,12,11,10,8,7,5,2,0,0,2,2,2,0,3,1,0,0,1,0,0,0,0,0,0
2022-03-27 15:00:00,1,1,0,0,2,2,1,0,2,3,2,3,2,0,7,8,7,0,6,10,12,10,13,14,15,18,20,9,20,13,12,13,12,9,10,9,7,7,7,6,7,1,5,6,0,2,5,3,0,7,6,5,6,7,8,7,7,7,8,5,6,5,0,4,8,8,10,0,12,12,11,10,11,9,10,9,9,7,4,4,2,3,3,2,3,2,0,1,2,0,0,0,0,0,0,0,0
2022-03-27 16:00:00,0,0,0,2,0,0,0,2,1,1,3,2,0,1,5,0,12,11,8,11,11,9,12,13,14,11,8,10,10,11,13,12,9,12,11,7,8,7,10,6,5,8,7,5,0,6,5,5,4,9,10,11,12,13,16,13,20,19,17,13,15,15,14,10,12,10,13,13,14,12,15,13,11,16,11,15,9,8,7,4,1,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0
2022-03-27 17:00:00,0,0,0,0,5,0,5,4,0,1,0,0,1,0,3,1,2,1,1,8,3,4,3,4,0,3,4,0,3,5,2,3,8,13,14,12,11,10,9,12,10,7,6,5,0,6,5,4,4,15,16,17,16,0,0,13,13,14,15,16,13,16,15,14,12,10,7,9,7,5,5,6,5,4,7,6,5,2,1,5,2,0,2,4,0,0,4,3,0,2,3,0,1,0,0,0,0
2022-03-27 18:00:00,0,0,1,0,3,0,0,3,1,2,4,3,0,2,4,3,4,0,5,9,7,3,8,7,8,7,9,0,9,7,8,0,5,9,11,8,5,3,6,1,7,4,4,4,0,5,5,4,4,21,22,9,21,22,23,18,20,21,19,17,14,13,10,12,18,16,12,11,11,8,0,7,7,3,7,3,8,7,5,8,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2022-03-27 19:00:00,0,0,0,1,0,2,3,0,2,1,0,1,2,3,2,3,6,5,3,5,0,7,4,8,0,3,7,6,7,8,4,7,7,8,9,8,6,6,7,7,9,1,6,0,0,5,0,3,1,7,11,12,13,12,8,6,9,10,10,9,6,4,9,0,11,8,7,0,0,0,9,6,8,11,11,10,5,0,2,3,3,2,1,2,1,0,0,1,4,0,0,1,0,0,0,0,0
2022-03-27 20:00:00,0,0,0,1,0,2,0,0,0,1,0,0,2,5,1,2,7,7,5,16,11,11,12,13,12,9,12,13,3,0,10,2,8,10,11,8,9,8,9,7,8,6,5,2,1,0,0,0,0,8,10,1,0,0,2,9,5,0,8,6,3,0,0,5,12,9,7,4,3,0,9,8,3,3,4,5,5,0,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0
2022-03-27 21:00:00,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,4,2,3,10,14,15,9,10,9,8,9,0,7,7,2,6,0,11,12,8,6,7,6,4,0,3,2,0,0,0,0,0,0,9,10,9,10,11,9,8,12,12,12,11,7,5,4,5,7,6,6,2,0,1,7,0,4,5,1,0,11,10,8,6,2,1,0,0,0,0,1,1,2,2,2,0,1,0,1,0,0
2022-03-27 22:00:00,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,5,4,18,20,1,24,24,3,21,21,18,13,0,12,8,7,7,6,4,3,1,2,2,3,0,3,0,0,4,3,1,1,15,17,18,19,18,16,13,13,10,23,23,15,14,8,12,13,9,5,5,4,3,5,0,6,7,7,6,11,3,7,14,5,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,5,0,6,4,0,0,0,6,1,0,5,3,2,0,8,11,7,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0,4,0,7,8,6,5,3,5,7,3,4,0,0,3,3,0,2,3,0,0,2,0,0,5,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,1,2,3,2,1,0,0,0,0,0,3,5,6,0,0,5,1,6,9,9,10,6,5,6,7,0,8,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,0,2,4,5,4,2,0,1,0,2,0,3,7,6,4,0,2,6,5,7,8,9,6,5,4,0,3,5,6,7,5,9,8,7,8,9,5,7,6,3,0,0,5,4,2,1,0,0,2,2,1,2,4,4,3,0,0,0,2,0,1,3,3,3,5,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,0,1,2,2,2,3,1,0,1,0,0,0,3,3,2,1,4,3,2,3,2,5,4,0,2,3,2,2,5,6,10,8,6,5,5,9,6,7,4,3,2,2,2,2,1,1,0,1,0,1,2,1,0,0,0,2,4,3,2,9,17,20,19,11,7,7,11,14,13,5,8,1,4,4,7,7,2,6,4,0,1,1,1,1,2,0,1,2,0,0,1,0,0,0,0,0
2022-03-28 07:00:00,0,1,0,4,11,16,16,13,12,12,9,7,5,5,7,7,10,9,9,10,10,9,7,5,7,7,5,5,6,25,36,41,28,12,15,18,24,42,39,25,18,19,22,20,18,16,15,2,0,7,8,7,5,4,3,4,3,2,3,1,15,30,41,31,13,17,31,38,38,42,44,41,37,40,31,30,26,22,13,21,21,21,8,8,6,5,7,3,2,0,5,2,4,3,0,0,0
2022-03-28 08:00:00,0,0,0,3,8,10,10,8,9,5,3,3,1,6,12,13,17,17,13,9,12,10,11,10,9,9,10,11,10,14,17,22,20,24,25,26,25,28,23,18,16,14,13,14,10,9,11,3,2,27,24,15,10,6,6,4,4,5,8,9,15,28,35,31,15,11,18,27,28,24,25,23,22,21,21,20,22,18,17,11,8,6,5,4,4,6,2,3,5,4,4,2,3,1,1,0,0
2022-03-28 09:00:00,0,1,0,4,9,4,10,5,2,2,0,1,0,2,6,5,9,9,5,5,8,9,11,13,4,13,13,4,13,12,11,18,15,10,10,11,12,13,14,10,11,10,9,6,4,3,4,2,1,2,3,4,6,7,8,6,4,2,3,1,4,5,6,15,4,4,8,13,14,13,15,15,16,11,17,15,9,2,5,7,8,0,7,5,3,0,4,5,5,2,1,0,2,0,1,0,0
2022-03-28 10:00:00,0,0,1,4,6,7,2,4,2,1,0,0,1,4,5,7,0,6,1,4,4,8,11,5,10,9,11,0,11,10,10,0,9,11,10,8,9,9,10,11,5,4,10,0,9,5,4,0,0,4,6,7,5,5,4,6,5,4,9,11,11,15,18,14,8,9,8,7,9,8,8,7,7,8,6,6,8,6,4,3,3,0,2,3,2,1,2,0,3,0,2,0,0,0,0,0,0
2022-03-28 11:00:00,0,1,1,3,5,7,6,1,2,1,0,1,2,6,6,8,9,10,12,13,12,12,16,14,0,5,4,0,4,0,5,6,0,8,8,8,9,13,12,10,1,8,3,7,0,5,3,2,1,5,0,0,5,4,1,1,5,6,9,10,9,8,11,10,10,4,8,7,7,9,9,8,8,8,8,7,9,5,8,5,2,3,1,3,3,3,4,4,1,0,0,2,2,0,0,0,0
2022-03-28 12:00:00,1,1,2,0,2,4,5,4,2,2,2,4,3,6,8,8,8,9,0,6,9,12,11,9,17,6,17,16,14,13,12,12,9,12,13,16,14,13,17,13,12,10,11,8,0,7,4,3,0,9,10,9,8,0,7,3,5,3,7,6,9,10,9,6,10,9,11,10,10,14,8,13,9,8,8,6,12,10,8,5,3,1,1,1,4,2,3,2,5,3,0,0,4,2,1,0,0
2022-03-28 13:00:00,0,0,0,3,3,2,3,2,3,4,4,3,3,3,8,9,3,0,13,16,17,18,9,11,10,10,12,11,9,12,15,16,13,10,9,7,9,10,10,7,0,0,0,10,6,6,4,2,3,3,7,8,6,7,8,0,9,11,13,13,14,17,18,14,13,7,7,8,9,14,15,13,8,9,6,8,6,4,0,0,1,2,0,1,2,3,2,2,3,2,1,1,1,0,0,0,0
2022-03-28 14:00:00,0,0,1,2,4,5,2,5,2,1,4,1,5,14,15,7,10,7,8,10,12,14,15,14,15,13,15,8,14,11,10,10,14,10,10,8,7,6,6,7,6,7,4,6,5,5,3,2,0,4,5,7,4,5,6,7,9,0,10,8,11,12,8,11,12,14,14,16,17,16,16,13,8,9,0,6,7,4,6,2,2,4,3,2,1,1,1,0,1,0,0,1,1,0,0,0,0
2022-03-28 15:00:00,0,0,0,1,2,2,3,4,3,4,3,1,17,18,21,18,21,22,22,24,27,30,29,31,33,29,30,14,23,19,13,14,11,15,14,15,14,14,18,23,19,17,13,9,8,1,5,3,3,3,8,9,8,10,9,10,11,13,18,10,15,16,15,14,17,15,10,11,12,11,12,12,11,15,25,24,25,25,23,18,7,6,3,4,0,1,0,0,3,3,2,0,0,1,1,0,0
2022-03-28 16:00:00,0,1,2,4,5,3,4,4,3,3,5,0,6,7,10,16,22,24,19,17,20,19,19,20,18,17,16,15,14,15,11,13,13,17,15,16,9,8,7,7,4,3,4,6,4,7,5,2,1,12,13,14,16,12,15,15,15,17,26,26,21,21,16,20,18,15,12,10,11,9,10,9,9,15,15,13,10,10,0,6,5,5,7,5,6,3,2,0,4,3,4,1,3,2,1,0,0
2022-03-28 17:00:00,1,3,2,4,7,6,9,7,6,4,2,2,4,4,7,10,16,11,17,17,18,18,19,19,17,14,16,14,12,9,11,12,12,12,14,13,11,11,11,11,7,6,5,3,4,2,1,0,4,12,18,18,21,23,22,11,14,14,19,20,18,19,20,16,12,13,13,14,15,18,17,14,13,10,10,8,9,0,9,8,7,9,12,12,11,8,8,7,9,9,6,1,0,0,0,0,0
